Deck Name,Total Price,Card Name,Card Quantity,Card Price
Mardu Midrange,1193.48,Flame Blitz,1,0.25
Mardu Midrange,1193.48,Nihil Spellbomb,2,1.04
Mardu Midrange,1193.48,Damping Sphere,2,3.54
Mardu Midrange,1193.48,"Tourach, Dread Cantor",1,6.65
Mardu Midrange,1193.48,Void Mirror,1,1.09
Mardu Midrange,1193.48,Kaya's Guile,1,4.0
Mardu Midrange,1193.48,Wear // Tear,2,4.8
Reanimator,914.18,Grief,4,58.04
Reanimator,914.18,Mulldrifter,4,1.6
Reanimator,914.18,Solitude,4,220.0
Reanimator,914.18,Archon of Cruelty,4,49.36
Reanimator,914.18,"Teferi, Time Raveler",3,56.7
Reanimator,914.18,Ephemerate,4,5.2
Reanimator,914.18,Prismatic Ending,3,11.13
Reanimator,914.18,Faithful Mending,4,6.68
Reanimator,914.18,Persist,4,6.56
Reanimator,914.18,Unmarked Grave,3,9.87
Reanimator,914.18,Unburial Rites,1,0.25
Reanimator,914.18,Concealed Courtyard,4,10.28
Reanimator,914.18,Creeping Tar Pit,1,3.68
Reanimator,914.18,Flooded Strand,2,80.64
Reanimator,914.18,Godless Shrine,1,13.37
Reanimator,914.18,Hallowed Fountain,2,17.9
Reanimator,914.18,Island,1,0.0
Reanimator,914.18,Marsh Flats,4,76.04
Reanimator,914.18,Plains,1,0.0
Reanimator,914.18,Polluted Delta,3,146.85
Reanimator,914.18,Swamp,1,0.0
Reanimator,914.18,Watery Grave,2,25.98
Reanimator,914.18,Engineered Explosives,2,37.98
Reanimator,914.18,Fatal Push,2,4.9
Reanimator,914.18,Prismatic Ending,1,3.71
Reanimator,914.18,Thoughtseize,2,29.94
Reanimator,914.18,Mana Leak,1,0.33
Reanimator,914.18,Stony Silence,2,10.22
Reanimator,914.18,"Ashiok, Dream Render",1,1.85
Reanimator,914.18,Leyline of the Void,3,20.85
Reanimator,914.18,Serra's Emissary,1,4.27
Selesnya Lifegain,1006.45,Walking Ballista,2,33.16
Selesnya Lifegain,1006.45,Arbor Elf,4,2.72
Selesnya Lifegain,1006.45,Noble Hierarch,1,15.99
Selesnya Lifegain,1006.45,Auriok Champion,3,55.92
Selesnya Lifegain,1006.45,Conclave Mentor,2,3.26
Selesnya Lifegain,1006.45,Sanctifier en-Vec,1,1.58
Selesnya Lifegain,1006.45,"Heliod, Sun-Crowned",4,78.56
Selesnya Lifegain,1006.45,Ranger-Captain of Eos,4,58.2
Selesnya Lifegain,1006.45,Skyclave Apparition,4,24.64
Selesnya Lifegain,1006.45,Spike Feeder,4,6.8
Selesnya Lifegain,1006.45,Eladamri's Call,1,6.99
Selesnya Lifegain,1006.45,Collected Company,4,71.92
Selesnya Lifegain,1006.45,Utopia Sprawl,4,21.16
Selesnya Lifegain,1006.45,Forest,3,0.0
Selesnya Lifegain,1006.45,Gavony Township,1,4.28
Selesnya Lifegain,1006.45,Horizon Canopy,3,76.2
Selesnya Lifegain,1006.45,Plains,2,0.0
Selesnya Lifegain,1006.45,Prismatic Vista,2,56.0
Selesnya Lifegain,1006.45,Temple Garden,4,43.2
Selesnya Lifegain,1006.45,Verdant Catacombs,2,50.76
Selesnya Lifegain,1006.45,Windswept Heath,4,118.92
Selesnya Lifegain,1006.45,"Yavimaya, Cradle of Growth",1,11.99
Selesnya Lifegain,1006.45,Burrenton Forge-Tender,1,0.4
Selesnya Lifegain,1006.45,Veil of Summer,2,17.54
Selesnya Lifegain,1006.45,Hushbringer,2,2.0
Selesnya Lifegain,1006.45,Sanctifier en-Vec,2,3.16
Selesnya Lifegain,1006.45,Voice of Resurgence,2,6.24
Selesnya Lifegain,1006.45,Endurance,2,72.94
Selesnya Lifegain,1006.45,Force of Vigor,2,51.92
Selesnya Lifegain,1006.45,Solitude,2,110.0
Enigmatic Incarnation,1269.72,"Yorion, Sky Nomad",1,2.75
Enigmatic Incarnation,1269.72,Meddling Mage,1,1.58
Enigmatic Incarnation,1269.72,Phantasmal Image,1,3.91
Enigmatic Incarnation,1269.72,Sanctifier en-Vec,1,1.58
Enigmatic Incarnation,1269.72,"Sythis, Harvest's Hand",1,1.85
Enigmatic Incarnation,1269.72,Eternal Witness,1,3.5
Enigmatic Incarnation,1269.72,Glasspool Mimic,1,3.56
Enigmatic Incarnation,1269.72,Lurrus of the Dream-Den,1,6.92
Enigmatic Incarnation,1269.72,Magus of the Moon,1,4.4
Enigmatic Incarnation,1269.72,Renegade Rallier,2,0.6
Enigmatic Incarnation,1269.72,Skyclave Apparition,1,6.16
Enigmatic Incarnation,1269.72,Wandering Mind,3,0.75
Enigmatic Incarnation,1269.72,Fury,1,22.0
Enigmatic Incarnation,1269.72,Solitude,3,165.0
Enigmatic Incarnation,1269.72,"Yorion, Sky Nomad",1,2.75
Enigmatic Incarnation,1269.72,Wrenn and Six,3,308.97
Enigmatic Incarnation,1269.72,Ephemerate,2,2.6
Enigmatic Incarnation,1269.72,Abundant Growth,4,2.84
Enigmatic Incarnation,1269.72,Seal of Fire,2,0.8
Enigmatic Incarnation,1269.72,Utopia Sprawl,4,21.16
Enigmatic Incarnation,1269.72,Dress Down,2,5.32
Enigmatic Incarnation,1269.72,Omen of the Forge,2,0.42
Enigmatic Incarnation,1269.72,Omen of the Sea,3,0.75
Enigmatic Incarnation,1269.72,Spreading Seas,4,20.92
Enigmatic Incarnation,1269.72,Enigmatic Incarnation,4,1.6
Enigmatic Incarnation,1269.72,Showdown of the Skalds,4,3.08
Enigmatic Incarnation,1269.72,Breeding Pool,1,21.93
Enigmatic Incarnation,1269.72,Flooded Strand,4,161.28
Enigmatic Incarnation,1269.72,Hallowed Fountain,1,8.95
Enigmatic Incarnation,1269.72,Ketria Triome,1,11.99
Enigmatic Incarnation,1269.72,Misty Rainforest,4,120.0
Enigmatic Incarnation,1269.72,Raugrin Triome,1,12.58
Enigmatic Incarnation,1269.72,Sacred Foundry,1,19.94
Enigmatic Incarnation,1269.72,Snow-Covered Forest,2,2.0
Enigmatic Incarnation,1269.72,Snow-Covered Island,1,1.25
Enigmatic Incarnation,1269.72,Snow-Covered Mountain,1,0.75
Enigmatic Incarnation,1269.72,Snow-Covered Plains,1,0.38
Enigmatic Incarnation,1269.72,Steam Vents,1,15.27
Enigmatic Incarnation,1269.72,Stomping Ground,1,10.38
Enigmatic Incarnation,1269.72,Temple Garden,1,10.8
Enigmatic Incarnation,1269.72,Windswept Heath,4,118.92
Enigmatic Incarnation,1269.72,Wooded Foothills,2,78.1
Enigmatic Incarnation,1269.72,On Thin Ice,2,5.74
Enigmatic Incarnation,1269.72,Veil of Summer,3,26.31
Enigmatic Incarnation,1269.72,Aether Gust,2,1.0
Enigmatic Incarnation,1269.72,Dress Down,2,5.32
Enigmatic Incarnation,1269.72,Sanctifier en-Vec,2,3.16
Enigmatic Incarnation,1269.72,Endurance,1,36.47
Enigmatic Incarnation,1269.72,Knight of Autumn,1,0.73
Enigmatic Incarnation,1269.72,Obsidian Charmaw,1,0.7
Martyr Proc,660.17,"Yorion, Sky Nomad",1,2.75
Martyr Proc,660.17,Walking Ballista,1,16.58
Martyr Proc,660.17,Giant Killer,1,0.51
Martyr Proc,660.17,Kami of False Hope,1,1.43
Martyr Proc,660.17,Martyr of Sands,4,1.0
Martyr Proc,660.17,Serra Ascendant,4,100.0
Martyr Proc,660.17,Speaker of the Heavens,1,1.64
Martyr Proc,660.17,Thraben Inspector,4,1.32
Martyr Proc,660.17,Squadron Hawk,4,1.12
Martyr Proc,660.17,Ranger-Captain of Eos,4,58.2
Martyr Proc,660.17,Skyclave Apparition,4,24.64
Martyr Proc,660.17,Ranger of Eos,4,14.72
Martyr Proc,660.17,Solitude,4,220.0
Martyr Proc,660.17,Path to Exile,4,17.88
Martyr Proc,660.17,Winds of Abandon,2,6.94
Martyr Proc,660.17,Proclamation of Rebirth,1,0.61
Martyr Proc,660.17,Day of Judgment,1,2.57
Martyr Proc,660.17,Wrath of God,1,5.73
Martyr Proc,660.17,Crucible of Worlds,1,41.2
Martyr Proc,660.17,Abiding Grace,3,0.78
Martyr Proc,660.17,Castle Ardenvale,2,5.0
Martyr Proc,660.17,"Emeria, the Sky Ruin",3,33.0
Martyr Proc,660.17,Field of Ruin,4,1.48
Martyr Proc,660.17,Flagstones of Trokair,1,4.18
Martyr Proc,660.17,Ghost Quarter,4,5.6
Martyr Proc,660.17,Mistveil Plains,1,1.78
Martyr Proc,660.17,Plains,16,0.0
Martyr Proc,660.17,Walking Ballista,1,16.58
Martyr Proc,660.17,Burrenton Forge-Tender,1,0.4
Martyr Proc,660.17,Isolate,2,0.9
Martyr Proc,660.17,Relic of Progenitus,3,17.61
Martyr Proc,660.17,Sanctifier en-Vec,4,6.32
Martyr Proc,660.17,Winds of Abandon,1,3.47
Martyr Proc,660.17,Cleansing Nova,1,0.49
Martyr Proc,660.17,"Emrakul, the Promised End",1,43.74
Izzet Control,1083.04,Snapcaster Mage,4,182.88
Izzet Control,1083.04,Brazen Borrower,1,12.0
Izzet Control,1083.04,Fury,1,22.0
Izzet Control,1083.04,Murktide Regent,3,57.0
Izzet Control,1083.04,"Jace, the Mind Sculptor",1,59.6
Izzet Control,1083.04,"Ral, Izzet Viceroy",1,1.39
Izzet Control,1083.04,Consider,4,8.0
Izzet Control,1083.04,Lightning Bolt,4,8.04
Izzet Control,1083.04,Counterspell,4,6.04
Izzet Control,1083.04,Expressive Iteration,4,25.84
Izzet Control,1083.04,Archmage's Charm,4,64.56
Izzet Control,1083.04,Force of Negation,1,74.64
Izzet Control,1083.04,Prismari Command,1,6.0
Izzet Control,1083.04,Dead // Gone,1,0.25
Izzet Control,1083.04,Fire // Ice,3,0.9
Izzet Control,1083.04,Blood Moon,2,36.78
Izzet Control,1083.04,Hall of Storm Giants,1,4.19
Izzet Control,1083.04,Island,7,0.0
Izzet Control,1083.04,Polluted Delta,4,195.8
Izzet Control,1083.04,Scalding Tarn,4,132.44
Izzet Control,1083.04,Steam Vents,3,45.81
Izzet Control,1083.04,Sulfur Falls,2,9.44
Izzet Control,1083.04,Engineered Explosives,2,37.98
Izzet Control,1083.04,Flusterstorm,2,54.1
Izzet Control,1083.04,Relic of Progenitus,2,11.74
Izzet Control,1083.04,Dragon's Claw,2,0.66
Izzet Control,1083.04,Dress Down,1,2.66
Izzet Control,1083.04,Spreading Seas,2,10.46
Izzet Control,1083.04,Anger of the Gods,1,1.3
Izzet Control,1083.04,Mystical Dispute,1,1.05
Izzet Control,1083.04,Vendilion Clique,1,8.99
Izzet Control,1083.04,Shatterstorm,1,0.5
Death & Taxes,881.57,Esper Sentinel,3,69.72
Death & Taxes,881.57,Giver of Runes,4,25.92
Death & Taxes,881.57,Leonin Arbiter,4,12.8
Death & Taxes,881.57,Stoneforge Mystic,4,186.4
Death & Taxes,881.57,"Thalia, Guardian of Thraben",4,11.48
Death & Taxes,881.57,Flickerwisp,4,1.0
Death & Taxes,881.57,Skyclave Apparition,4,24.64
Death & Taxes,881.57,Solitude,4,220.0
Death & Taxes,881.57,Emeria's Call,3,13.5
Death & Taxes,881.57,Aether Vial,4,135.92
Death & Taxes,881.57,Sword of Fire and Ice,1,55.69
Death & Taxes,881.57,Batterskull,1,9.88
Death & Taxes,881.57,Kaldra Compleat,1,6.08
Death & Taxes,881.57,Cave of the Frost Dragon,2,2.42
Death & Taxes,881.57,Field of Ruin,4,1.48
Death & Taxes,881.57,Ghost Quarter,4,5.6
Death & Taxes,881.57,Horizon Canopy,2,50.8
Death & Taxes,881.57,Mishra's Factory,2,0.5
Death & Taxes,881.57,Plains,5,0.0
Death & Taxes,881.57,Burrenton Forge-Tender,1,0.4
Death & Taxes,881.57,Path to Exile,1,4.47
Death & Taxes,881.57,Portable Hole,2,3.74
Death & Taxes,881.57,Damping Sphere,1,1.77
Death & Taxes,881.57,"Kataki, War's Wage",2,16.0
Death & Taxes,881.57,Rest in Peace,2,12.9
Death & Taxes,881.57,Sanctifier en-Vec,4,6.32
Death & Taxes,881.57,Aven Mindcensor,2,2.14
Affinity,759.72,Memnite,4,18.04
Affinity,759.72,Ornithopter,4,1.48
Affinity,759.72,Frogmite,4,1.6
Affinity,759.72,Myr Enforcer,2,0.98
Affinity,759.72,Sojourner's Companion,4,1.0
Affinity,759.72,Thought Monitor,4,7.16
Affinity,759.72,Craterhoof Behemoth,2,59.96
Affinity,759.72,Neoform,4,2.44
Affinity,759.72,Chalice of the Void,4,272.0
Affinity,759.72,Mishra's Bauble,4,44.52
Affinity,759.72,Shadowspear,1,19.71
Affinity,759.72,Springleaf Drum,4,9.0
Affinity,759.72,Cranial Plating,2,1.08
Affinity,759.72,Darksteel Citadel,4,2.04
Affinity,759.72,Glimmervoid,4,33.92
Affinity,759.72,Tanglepool Bridge,1,0.25
Affinity,759.72,Treasure Vault,4,25.64
Affinity,759.72,Urza's Saga,4,177.56
Affinity,759.72,Tanglepool Bridge,1,0.25
Affinity,759.72,Flusterstorm,2,54.1
Affinity,759.72,Pithing Needle,1,1.0
Affinity,759.72,Relic of Progenitus,1,5.87
Affinity,759.72,Hurkyl's Recall,2,8.0
Affinity,759.72,Nettlecyst,4,6.84
Affinity,759.72,Thoughtcast,4,5.28
Dimir Control,979.49,Lurrus of the Dream-Den,1,6.92
Dimir Control,979.49,Snapcaster Mage,3,137.16
Dimir Control,979.49,"Tourach, Dread Cantor",2,13.3
Dimir Control,979.49,Bloodchief's Thirst,2,1.0
Dimir Control,979.49,Cling to Dust,1,0.35
Dimir Control,979.49,Consider,4,8.0
Dimir Control,979.49,Fatal Push,3,7.35
Dimir Control,979.49,Inquisition of Kozilek,2,6.2
Dimir Control,979.49,Thoughtseize,2,29.94
Dimir Control,979.49,Counterspell,4,6.04
Dimir Control,979.49,Drown in the Loch,4,8.0
Dimir Control,979.49,Archmage's Charm,4,64.56
Dimir Control,979.49,Memory Deluge,2,11.88
Dimir Control,979.49,Murderous Cut,1,0.3
Dimir Control,979.49,Mishra's Bauble,2,22.26
Dimir Control,979.49,Spreading Seas,4,20.92
Dimir Control,979.49,Castle Vantress,1,2.12
Dimir Control,979.49,Darkslick Shores,3,51.36
Dimir Control,979.49,Hall of Storm Giants,1,4.19
Dimir Control,979.49,Island,3,0.0
Dimir Control,979.49,Polluted Delta,4,195.8
Dimir Control,979.49,Scalding Tarn,2,66.22
Dimir Control,979.49,Sunken Ruins,3,53.34
Dimir Control,979.49,Swamp,1,0.0
Dimir Control,979.49,Watery Grave,2,25.98
Dimir Control,979.49,Chalice of the Void,2,136.0
Dimir Control,979.49,Engineered Explosives,2,37.98
Dimir Control,979.49,Cling to Dust,1,0.35
Dimir Control,979.49,Flusterstorm,2,54.1
Dimir Control,979.49,Pithing Needle,2,2.0
Dimir Control,979.49,Soul-Guide Lantern,1,2.42
Dimir Control,979.49,Mystical Dispute,3,3.15
Dimir Control,979.49,Murderous Cut,1,0.3
4c Tempo,1234.97,Lurrus of the Dream-Den,1,6.92
4c Tempo,1234.97,Dragon's Rage Channeler,4,10.6
4c Tempo,1234.97,"Ragavan, Nimble Pilferer",4,345.28
4c Tempo,1234.97,"Kroxa, Titan of Death's Hunger",2,46.0
4c Tempo,1234.97,Snapcaster Mage,1,45.72
4c Tempo,1234.97,Inquisition of Kozilek,4,12.4
4c Tempo,1234.97,Lightning Bolt,2,4.02
4c Tempo,1234.97,Prismatic Ending,3,11.13
4c Tempo,1234.97,Thoughtseize,2,29.94
4c Tempo,1234.97,Unholy Heat,3,1.5
4c Tempo,1234.97,Drown in the Loch,3,6.0
4c Tempo,1234.97,Expressive Iteration,3,19.38
4c Tempo,1234.97,Kaya's Guile,2,8.0
4c Tempo,1234.97,Kolaghan's Command,2,21.5
4c Tempo,1234.97,Mishra's Bauble,4,44.52
4c Tempo,1234.97,Blackcleave Cliffs,2,66.0
4c Tempo,1234.97,Blood Crypt,1,16.88
4c Tempo,1234.97,Bloodstained Mire,4,159.96
4c Tempo,1234.97,Godless Shrine,1,13.37
4c Tempo,1234.97,Marsh Flats,4,76.04
4c Tempo,1234.97,Mountain,1,0.0
4c Tempo,1234.97,Raugrin Triome,1,12.58
4c Tempo,1234.97,Sacred Foundry,1,19.94
4c Tempo,1234.97,Scalding Tarn,3,99.33
4c Tempo,1234.97,Steam Vents,1,15.27
4c Tempo,1234.97,Swamp,1,0.0
4c Tempo,1234.97,Watery Grave,1,12.99
4c Tempo,1234.97,Engineered Explosives,2,37.98
4c Tempo,1234.97,Alpine Moon,2,16.0
4c Tempo,1234.97,Spell Pierce,1,0.35
4c Tempo,1234.97,Unearth,1,0.38
4c Tempo,1234.97,Feed the Swarm,1,0.51
4c Tempo,1234.97,"Lavinia, Azorius Renegade",1,0.96
4c Tempo,1234.97,Snapcaster Mage,1,45.72
4c Tempo,1234.97,"Tourach, Dread Cantor",1,6.65
4c Tempo,1234.97,Kaya's Guile,2,8.0
4c Tempo,1234.97,Kolaghan's Command,1,10.75
4c Tempo,1234.97,Wear // Tear,1,2.4
Eldrazi Tron,842.44,Walking Ballista,3,49.74
Eldrazi Tron,842.44,Matter Reshaper,4,8.0
Eldrazi Tron,842.44,Thought-Knot Seer,4,18.96
Eldrazi Tron,842.44,Reality Smasher,4,11.6
Eldrazi Tron,842.44,"Karn, the Great Creator",4,44.0
Eldrazi Tron,842.44,Warping Wail,2,3.52
Eldrazi Tron,842.44,Dismember,4,11.24
Eldrazi Tron,842.44,All Is Dust,1,8.67
Eldrazi Tron,842.44,Chalice of the Void,4,272.0
Eldrazi Tron,842.44,Basilisk Collar,1,2.34
Eldrazi Tron,842.44,Expedition Map,4,7.88
Eldrazi Tron,842.44,Relic of Progenitus,1,5.87
Eldrazi Tron,842.44,Blast Zone,2,6.54
Eldrazi Tron,842.44,Cavern of Souls,1,85.24
Eldrazi Tron,842.44,Eldrazi Temple,4,30.04
Eldrazi Tron,842.44,Scavenger Grounds,1,1.15
Eldrazi Tron,842.44,"Urborg, Tomb of Yawgmoth",1,30.9
Eldrazi Tron,842.44,Urza's Mine,4,3.16
Eldrazi Tron,842.44,Urza's Power Plant,4,3.4
Eldrazi Tron,842.44,Urza's Saga,2,88.78
Eldrazi Tron,842.44,Urza's Tower,4,3.12
Eldrazi Tron,842.44,Wastes,1,0.8
Eldrazi Tron,842.44,Tormod's Crypt,1,0.5
Eldrazi Tron,842.44,Treasure Vault,1,6.41
Eldrazi Tron,842.44,Walking Ballista,1,16.58
Eldrazi Tron,842.44,Grafdigger's Cage,1,2.09
Eldrazi Tron,842.44,Pithing Needle,1,1.0
Eldrazi Tron,842.44,Relic of Progenitus,1,5.87
Eldrazi Tron,842.44,Liquimetal Coating,1,1.17
Eldrazi Tron,842.44,Ratchet Bomb,1,0.99
Eldrazi Tron,842.44,Sorcerous Spyglass,1,0.48
Eldrazi Tron,842.44,Torpor Orb,1,19.85
Eldrazi Tron,842.44,Ensnaring Bridge,1,21.06
Eldrazi Tron,842.44,"Skysovereign, Consul Flagship",1,2.0
Eldrazi Tron,842.44,Wurmcoil Engine,1,22.96
Eldrazi Tron,842.44,Sundering Titan,1,0.79
Eldrazi Tron,842.44,"Emrakul, the Promised End",1,43.74
Abzan Midrange,1324.82,Dark Confidant,4,138.16
Abzan Midrange,1324.82,Stoneforge Mystic,4,186.4
Abzan Midrange,1324.82,Tarmogoyf,4,99.96
Abzan Midrange,1324.82,"Grist, the Hunger Tide",1,6.23
Abzan Midrange,1324.82,Liliana of the Veil,3,206.25
Abzan Midrange,1324.82,Inquisition of Kozilek,4,12.4
Abzan Midrange,1324.82,Path to Exile,1,4.47
Abzan Midrange,1324.82,Prismatic Ending,3,11.13
Abzan Midrange,1324.82,Thoughtseize,3,44.91
Abzan Midrange,1324.82,Abrupt Decay,1,4.79
Abzan Midrange,1324.82,Assassin's Trophy,2,29.02
Abzan Midrange,1324.82,Kaya's Guile,1,4.0
Abzan Midrange,1324.82,Lingering Souls,4,1.8
Abzan Midrange,1324.82,Batterskull,1,9.88
Abzan Midrange,1324.82,Kaldra Compleat,1,6.08
Abzan Midrange,1324.82,Forest,1,0.0
Abzan Midrange,1324.82,Godless Shrine,2,26.74
Abzan Midrange,1324.82,Indatha Triome,1,8.74
Abzan Midrange,1324.82,Marsh Flats,2,38.02
Abzan Midrange,1324.82,Overgrown Tomb,2,27.76
Abzan Midrange,1324.82,Plains,1,0.0
Abzan Midrange,1324.82,Shambling Vent,1,1.49
Abzan Midrange,1324.82,Silent Clearing,2,26.32
Abzan Midrange,1324.82,Stirring Wildwood,1,0.67
Abzan Midrange,1324.82,Swamp,2,0.0
Abzan Midrange,1324.82,Temple Garden,1,10.8
Abzan Midrange,1324.82,Vault of the Archangel,1,6.66
Abzan Midrange,1324.82,Verdant Catacombs,4,101.52
Abzan Midrange,1324.82,Windswept Heath,2,59.46
Abzan Midrange,1324.82,Path to Exile,1,4.47
Abzan Midrange,1324.82,Surgical Extraction,2,42.06
Abzan Midrange,1324.82,Damn,1,3.92
Abzan Midrange,1324.82,Damping Sphere,2,3.54
Abzan Midrange,1324.82,Scavenging Ooze,1,0.99
Abzan Midrange,1324.82,Kaya's Guile,2,8.0
Abzan Midrange,1324.82,Sword of Fire and Ice,1,55.69
Abzan Midrange,1324.82,Grief,1,14.51
Abzan Midrange,1324.82,Leyline of Sanctity,2,7.98
Abzan Midrange,1324.82,Solitude,2,110.0
Ad Nauseam,496.02,Thassa's Oracle,4,36.52
Ad Nauseam,496.02,Pact of Negation,3,38.13
Ad Nauseam,496.02,Profane Tutor,4,10.28
Ad Nauseam,496.02,Angel's Grace,4,10.68
Ad Nauseam,496.02,Serum Visions,3,3.0
Ad Nauseam,496.02,Sleight of Hand,3,3.21
Ad Nauseam,496.02,Spoils of the Vault,4,2.96
Ad Nauseam,496.02,Thoughtseize,2,29.94
Ad Nauseam,496.02,Ad Nauseam,1,9.5
Ad Nauseam,496.02,Lotus Bloom,4,8.0
Ad Nauseam,496.02,Pentad Prism,4,1.24
Ad Nauseam,496.02,Phyrexian Unlife,4,22.76
Ad Nauseam,496.02,City of Brass,4,80.04
Ad Nauseam,496.02,Clearwater Pathway,2,12.0
Ad Nauseam,496.02,Darkslick Shores,4,68.48
Ad Nauseam,496.02,Gemstone Mine,4,28.16
Ad Nauseam,496.02,Island,1,0.0
Ad Nauseam,496.02,Plains,1,0.0
Ad Nauseam,496.02,Seachrome Coast,3,38.22
Ad Nauseam,496.02,Swamp,1,0.0
Ad Nauseam,496.02,Pact of Negation,1,12.71
Ad Nauseam,496.02,Slaughter Pact,1,1.49
Ad Nauseam,496.02,Prismatic Ending,4,14.84
Ad Nauseam,496.02,Thoughtseize,2,29.94
Ad Nauseam,496.02,Veil of Summer,2,17.54
Ad Nauseam,496.02,Echoing Truth,1,0.42
Ad Nauseam,496.02,Leyline of Sanctity,4,15.96
Merfolk,742.99,Tide Shaper,4,1.16
Merfolk,742.99,Master of the Pearl Trident,4,11.96
Merfolk,742.99,Merfolk Trickster,4,3.92
Merfolk,742.99,Silvergill Adept,4,1.28
Merfolk,742.99,Svyelun of Sea and Sky,4,9.96
Merfolk,742.99,Subtlety,4,24.36
Merfolk,742.99,Repeal,4,1.0
Merfolk,742.99,Archmage's Charm,4,64.56
Merfolk,742.99,Aether Vial,4,135.92
Merfolk,742.99,Spreading Seas,4,20.92
Merfolk,742.99,Castle Vantress,1,2.12
Merfolk,742.99,Cavern of Souls,1,85.24
Merfolk,742.99,Faerie Conclave,4,5.0
Merfolk,742.99,Island,8,0.0
Merfolk,742.99,Lonely Sandbar,1,0.25
Merfolk,742.99,"Minamo, School at Water's Edge",1,16.26
Merfolk,742.99,"Oboro, Palace in the Clouds",1,81.07
Merfolk,742.99,Riptide Laboratory,1,0.49
Merfolk,742.99,Waterlogged Grove,2,15.08
Merfolk,742.99,Ancestral Vision,3,11.97
Merfolk,742.99,Relic of Progenitus,3,17.61
Merfolk,742.99,Counterspell,3,4.53
Merfolk,742.99,Thieving Skydiver,3,4.41
Merfolk,742.99,Force of Negation,3,223.92
Boros Midrange,1346.28,Esper Sentinel,4,92.96
Boros Midrange,1346.28,"Ragavan, Nimble Pilferer",4,345.28
Boros Midrange,1346.28,Ranger-Captain of Eos,4,58.2
Boros Midrange,1346.28,Seasoned Pyromancer,2,70.18
Boros Midrange,1346.28,Fury,4,88.0
Boros Midrange,1346.28,Solitude,4,220.0
Boros Midrange,1346.28,Ephemerate,4,5.2
Boros Midrange,1346.28,Brought Back,3,10.47
Boros Midrange,1346.28,Blood Moon,3,55.17
Boros Midrange,1346.28,Showdown of the Skalds,4,3.08
Boros Midrange,1346.28,Arid Mesa,4,79.96
Boros Midrange,1346.28,Inspiring Vantage,4,35.52
Boros Midrange,1346.28,Rugged Prairie,1,6.0
Boros Midrange,1346.28,Sacred Foundry,3,59.82
Boros Midrange,1346.28,Snow-Covered Mountain,1,0.75
Boros Midrange,1346.28,Snow-Covered Plains,6,2.28
Boros Midrange,1346.28,Windswept Heath,4,118.92
Boros Midrange,1346.28,Wooded Foothills,1,39.05
Boros Midrange,1346.28,Burrenton Forge-Tender,2,0.8
Boros Midrange,1346.28,Prismatic Ending,2,7.42
Boros Midrange,1346.28,Drannith Magistrate,2,14.5
Boros Midrange,1346.28,Rest in Peace,2,12.9
Boros Midrange,1346.28,Sanctifier en-Vec,3,4.74
Boros Midrange,1346.28,Stony Silence,2,10.22
Boros Midrange,1346.28,Stormbreath Dragon,2,4.86
General Ferrous,783.18,Territorial Kavu,4,1.92
General Ferrous,783.18,General Ferrous Rokiric,3,2.13
General Ferrous,783.18,Mantis Rider,4,4.04
General Ferrous,783.18,Shardless Agent,4,2.92
General Ferrous,783.18,Bloodbraid Elf,4,5.88
General Ferrous,783.18,Fury,2,44.0
General Ferrous,783.18,Scion of Draco,4,8.6
General Ferrous,783.18,Lightning Bolt,4,8.04
General Ferrous,783.18,Lightning Helix,4,4.24
General Ferrous,783.18,Tribal Flames,4,1.0
General Ferrous,783.18,Arid Mesa,1,19.99
General Ferrous,783.18,Breeding Pool,2,43.86
General Ferrous,783.18,Flooded Strand,4,161.28
General Ferrous,783.18,Indatha Triome,1,8.74
General Ferrous,783.18,Mountain,2,0.0
General Ferrous,783.18,Sacred Foundry,1,19.94
General Ferrous,783.18,Savai Triome,1,10.0
General Ferrous,783.18,Scalding Tarn,2,66.22
General Ferrous,783.18,Steam Vents,2,30.54
General Ferrous,783.18,Stomping Ground,1,10.38
General Ferrous,783.18,Temple Garden,1,10.8
General Ferrous,783.18,Wooded Foothills,4,156.2
General Ferrous,783.18,Zagoth Triome,1,12.67
General Ferrous,783.18,Alpine Moon,2,16.0
General Ferrous,783.18,Path to Exile,2,8.94
General Ferrous,783.18,"Lavinia, Azorius Renegade",2,1.92
General Ferrous,783.18,Rest in Peace,3,19.35
General Ferrous,783.18,Fulminator Mage,2,3.7
General Ferrous,783.18,Force of Vigor,3,77.88
General Ferrous,783.18,Fury,1,22.0
Azorius Spirits,974.21,Mausoleum Wanderer,4,11.16
Azorius Spirits,974.21,Phantasmal Image,2,7.82
Azorius Spirits,974.21,Rattlechains,4,1.6
Azorius Spirits,974.21,Selfless Spirit,3,28.68
Azorius Spirits,974.21,Shacklegeist,4,1.2
Azorius Spirits,974.21,Supreme Phantom,4,2.36
Azorius Spirits,974.21,Cemetery Illuminator,2,8.16
Azorius Spirits,974.21,Drogskol Captain,4,1.72
Azorius Spirits,974.21,Skyclave Apparition,4,24.64
Azorius Spirits,974.21,Spell Queller,4,16.0
Azorius Spirits,974.21,Aether Vial,4,135.92
Azorius Spirits,974.21,Cavern of Souls,3,255.72
Azorius Spirits,974.21,Flooded Strand,4,161.28
Azorius Spirits,974.21,Hallowed Fountain,3,26.85
Azorius Spirits,974.21,Island,2,0.0
Azorius Spirits,974.21,Misty Rainforest,1,30.0
